case_id,source,category,subcategory,prev,wrong,next,expected,note,fragment
ROW070_NW,row_70,non-word,double,a,tredtment,delay,treatment,Injected typo from provided title/abstract,a tredtment delay
ROW071_NW,row_71,non-word,transpose,coronavirus,diseaes,2019,disease,Injected typo from provided title/abstract,coronavirus diseaes 2019
ROW072_NW,row_72,non-word,delete,del,coronvirus,algunas,coronavirus,Injected typo from provided title/abstract,del coronvirus algunas
ROW073_NW,row_73,non-word,insert,innate,immoune,responses,immune,Injected typo from provided title/abstract,innate immoune responses
ROW074_NW,row_74,non-word,substitute,public,healtv,facility,health,Injected typo from provided title/abstract,public healtv facility
ROW075_NW,row_75,non-word,double,covid-19,ihnfectoin,in,infection,Injected typo from provided title/abstract,covid-19 ihnfectoin in
ROW076_NW,row_76,non-word,transpose,mental,haelth,issues,health,Injected typo from provided title/abstract,mental haelth issues
ROW077_NW,row_77,non-word,delete,physiology,moreove,the,moreover,Injected typo from provided title/abstract,physiology moreove the
ROW078_NW,row_78,non-word,insert,for,scientfific,researchers,scientific,Injected typo from provided title/abstract,for scientfific researchers
ROW079_NW,row_79,non-word,substitute,the,ovehall,environmental,overall,Injected typo from provided title/abstract,the ovehall environmental
ROW080_NW,row_80,non-word,double,simply-explainer,identifidd,key,identified,Injected typo from provided title/abstract,simply-explainer identifidd key
ROW081_NW,row_81,non-word,transpose,t2,ifnlammation,makes,inflammation,Injected typo from provided title/abstract,t2 ifnlammation makes
ROW082_NW,row_82,non-word,delete,a,srvey,focusing,survey,Injected typo from provided title/abstract,a srvey focusing
ROW083_NW,row_83,non-word,insert,was,reportepd,as,reported,Injected typo from provided title/abstract,was reportepd as
ROW084_NW,row_84,non-word,substitute,the,treatmbnt,of,treatment,Injected typo from provided title/abstract,the treatmbnt of
ROW085_NW,row_85,non-word,double,age-tailored,nnformajtion,advertising,information,Injected typo from provided title/abstract,age-tailored nnformajtion advertising
ROW086_NW,row_86,non-word,transpose,many,differetn,influenza,different,Injected typo from provided title/abstract,many differetn influenza
ROW087_NW,row_87,non-word,delete,an,imprtant,challenge,important,Injected typo from provided title/abstract,an imprtant challenge
ROW088_NW,row_88,non-word,insert,in,patbient,outcomes,patient,Injected typo from provided title/abstract,in patbient outcomes
ROW089_NW,row_89,non-word,substitute,vdd-crt,systess,may,systems,Injected typo from provided title/abstract,vdd-crt systess may
ROW090_NW,row_90,non-word,double,their,bpatientq,at,patients,Injected typo from provided title/abstract,their bpatientq at
ROW091_NW,row_91,non-word,transpose,cardiovascular,ehalth,of,health,Injected typo from provided title/abstract,cardiovascular ehalth of
ROW092_NW,row_92,non-word,delete,of,tudies,were,studies,Injected typo from provided title/abstract,of tudies were
ROW093_NW,row_93,non-word,insert,adult,ptatients,with,patients,Injected typo from provided title/abstract,adult ptatients with
ROW094_NW,row_94,non-word,substitute,outbreak,surveillanie,,surveillance,Injected typo from provided title/abstract,outbreak surveillanie
ROW095_NW,row_95,non-word,double,ensure,tuberculoss,care,tuberculosis,Injected typo from provided title/abstract,ensure tuberculoss care
ROW096_NW,row_96,non-word,transpose,avoiding,reserach,waste,research,Injected typo from provided title/abstract,avoiding reserach waste
ROW097_NW,row_97,non-word,delete,hospitalized,patiens,with,patients,Injected typo from provided title/abstract,hospitalized patiens with
ROW098_NW,row_98,non-word,insert,asymptomatic,carriersk,during,carriers,Injected typo from provided title/abstract,asymptomatic carriersk during
ROW099_NW,row_99,non-word,substitute,mask,detwction,technology,detection,Injected typo from provided title/abstract,mask detwction technology
ROW100_NW,row_100,non-word,double,conditions,hwever,there,however,Injected typo from provided title/abstract,conditions hwever there
RW_L_01,curated,real-word,left_only,clinical,trail,,trial,clinical trial,clinical trail
RW_L_02,curated,real-word,left_only,drug,trail,,trial,drug trial,drug trail
RW_L_03,curated,real-word,left_only,weight,lose,,loss,weight loss,weight lose
RW_L_04,curated,real-word,left_only,side,affect,,effects,side effects,side affect
RW_L_05,curated,real-word,left_only,blood,sell,,cell,blood cell,blood sell
RW_L_06,curated,real-word,left_only,viral,road,,load,viral load,viral road
RW_L_07,curated,real-word,left_only,acute,hung,,lung,acute lung,acute hung
RW_L_08,curated,real-word,left_only,case,natality,,fatality,case fatality,case natality
RW_L_09,curated,real-word,left_only,public,police,,policy,public policy,public police
RW_L_10,curated,real-word,left_only,health,literary,,literacy,health literacy,health literary
RW_L_11,curated,real-word,left_only,risk,factory,,factors,risk factors,risk factory
RW_L_12,curated,real-word,left_only,statistically,significance,,significant,statistically significant,statistically significance
RW_L_13,curated,real-word,left_only,gene,impression,,expression,gene expression,gene impression
RW_R_01,curated,real-word,right_only,,trail,results,trial,trial results,trail results
RW_R_02,curated,real-word,right_only,,impression,levels,expression,expression levels,impression levels
RW_R_03,curated,real-word,right_only,,natality,rate,fatality,fatality rate,natality rate
RW_R_04,curated,real-word,right_only,,resort,shows,report,report shows,resort shows
RW_R_05,curated,real-word,right_only,,police,measures,policy,policy measures,police measures
RW_R_06,curated,real-word,right_only,,factory,include,factors,factors include,factory include
RW_R_07,curated,real-word,right_only,,significance,difference,significant,significant difference,significance difference
RW_R_08,curated,real-word,right_only,,versus,infection,virus,virus infection,versus infection
RW_R_09,curated,real-word,right_only,,sell,count,cell,cell count,sell count
RW_R_10,curated,real-word,right_only,,road,levels,load,load levels,road levels
RW_R_11,curated,real-word,right_only,,hung,injury,lung,lung injury,hung injury
RW_R_12,curated,real-word,right_only,,lose,of,loss,loss of,lose of
RW_B_01,curated,real-word,both,statistically,significance,difference,significant,statistically significant difference,statistically significance difference
RW_B_02,curated,real-word,both,public,police,measures,policy,public policy measures,public police measures
RW_B_03,curated,real-word,both,gene,impression,levels,expression,gene expression levels,gene impression levels
RW_B_04,curated,real-word,both,case,natality,rate,fatality,case fatality rate,case natality rate
RW_B_05,curated,real-word,both,clinical,trail,results,trial,clinical trial results,clinical trail results
RW_B_06,curated,real-word,both,weight,lose,of,loss,weight loss of,weight lose of
RW_B_07,curated,real-word,both,side,affect,of,effects,side effects of,side affect of
RW_B_08,curated,real-word,both,blood,sell,count,cell,blood cell count,blood sell count
RW_B_09,curated,real-word,both,viral,road,levels,load,viral load levels,viral road levels
RW_B_10,curated,real-word,both,acute,hung,injury,lung,acute lung injury,acute hung injury
RW_B_11,curated,real-word,both,risk,factory,include,factors,risk factors include,risk factory include
RW_B_12,curated,real-word,both,health,literary,among,literacy,health literacy among,health literary among
COVID_01,curated,covid-normalization,variant,,covid19,,covid-19,Normalize common COVID-19 variants to canonical form,covid19
COVID_02,curated,covid-normalization,variant,,covid 19,,covid-19,Normalize common COVID-19 variants to canonical form,covid 19
COVID_03,curated,covid-normalization,variant,,covid-19,,covid-19,Normalize common COVID-19 variants to canonical form,covid-19
COVID_04,curated,covid-normalization,variant,,covid–19,,covid-19,Normalize common COVID-19 variants to canonical form,covid–19
COVID_05,curated,covid-normalization,variant,,covid—19,,covid-19,Normalize common COVID-19 variants to canonical form,covid—19
COVID_06,curated,covid-normalization,variant,,covid_19,,covid-19,Normalize common COVID-19 variants to canonical form,covid_19
COVID_07,curated,covid-normalization,variant,,covid/19,,covid-19,Normalize common COVID-19 variants to canonical form,covid/19
COVID_08,curated,covid-normalization,variant,,covid-2019,,covid-19,Normalize common COVID-19 variants to canonical form,covid-2019
COVID_09,curated,covid-normalization,variant,,covid2019,,covid-19,Normalize common COVID-19 variants to canonical form,covid2019
COVID_10,curated,covid-normalization,variant,,covid 2019,,covid-19,Normalize common COVID-19 variants to canonical form,covid 2019
COVID_11,curated,covid-normalization,variant,,COVID19,,covid-19,Normalize common COVID-19 variants to canonical form,COVID19
COVID_12,curated,covid-normalization,variant,,COVID-19,,covid-19,Normalize common COVID-19 variants to canonical form,COVID-19
COVID_13,curated,covid-normalization,variant,,Covid-19,,covid-19,Normalize common COVID-19 variants to canonical form,Covid-19
COVID_14,curated,covid-normalization,variant,,CoViD-19,,covid-19,Normalize common COVID-19 variants to canonical form,CoViD-19
COVID_15,curated,covid-normalization,variant,,covid19.,,covid-19,Normalize common COVID-19 variants to canonical form,covid19.
COVID_16,curated,covid-normalization,variant,,(covid19),,covid-19,Normalize common COVID-19 variants to canonical form,(covid19)
COVID_17,curated,covid-normalization,variant,,"covid19,",,covid-19,Normalize common COVID-19 variants to canonical form,"covid19,"
COVID_18,curated,covid-normalization,variant,,"covid-19,",,covid-19,Normalize common COVID-19 variants to canonical form,"covid-19,"
COVID_19,curated,covid-normalization,variant,,covid19-related,,covid-19,Normalize common COVID-19 variants to canonical form,covid19-related
COVID_20,curated,covid-normalization,variant,,covid19related,,covid-19,Normalize common COVID-19 variants to canonical form,covid19related
NW_C_01,curated,non-word,substitute,immune,responce,,response,common typo,immune responce
NW_C_02,curated,non-word,delete,gene,exprssion,levels,expression,missing letter,gene exprssion levels
NW_C_03,curated,non-word,transpose,public,polciy,measures,policy,transposition,public polciy measures
NW_C_04,curated,non-word,delete,statistical,signficant,difference,significant,missing letter,statistical signficant difference
NW_C_05,curated,non-word,transpose,viral,infeciton,rates,infection,transposition,viral infeciton rates
NW_C_06,curated,non-word,delete,blood,cel,count,cell,deletion,blood cel count
NW_C_07,curated,non-word,substitute,patient,symptons,include,symptoms,substitution,patient symptons include
NW_C_08,curated,non-word,substitute,study,analisis,shows,analysis,substitution,study analisis shows
NW_C_09,curated,non-word,delete,risk,fators,include,factors,deletion,risk fators include
NEG_01,curated,negative,do-no-harm,clinical,trial,results,trial,keep correct,clinical trial results
NEG_02,curated,negative,do-no-harm,public,policy,measures,policy,keep correct,public policy measures
NEG_03,curated,negative,do-no-harm,risk,factors,include,factors,keep correct,risk factors include
NEG_04,curated,negative,do-no-harm,gene,expression,levels,expression,keep correct,gene expression levels
